Tree_ID,Latitude,Longitude,Species,Height_m,Canopy_Width_m,Canopy_Condition,Disease_Symptom,Leaf_Color_Deviation,Bark_Damage_Score,Root_Exposure,Soil_Moisture_%,Ambient_Temperature_C,Humidity_%,CO2_ppm,PM2.5_ug_m3,NO2_ppb,O3_ppb,Air_Quality_Index,Urban_Zone,Year_Planted,Recent_Pruning_Year,Tree_Crown_Diameter_m,Crown_Density_%,Proximity_to_Road_m
TREE_00120,37.82297606206562,-122.36459683598152,Maple,12.86,5.33,None,Fungal Infection,0.53,7,0,31.85,31.7,77.3,378.1,9.3,33.6,39.2,Unhealthy,Zone E,2004,2001.0,2.7,86.0,98.92
TREE_00121,37.858436519969395,-122.37622011486006,Oak,13.66,5.44,Sparse,Fungal Infection,0.69,10,0,31.68,24.9,47.3,377.0,4.5,4.0,15.4,Very Unhealthy,Zone D,1973,2011.0,6.24,55.7,44.55
TREE_00122,37.62720138998875,-122.46873685212857,Oak,16.61,5.6,None,Bacterial Wilt,0.71,1,0,20.96,25.4,86.7,388.6,14.7,31.5,26.1,Good,Zone C,1973,,3.64,19.9,1.19
TREE_00123,37.54402076981107,-122.2705297417016,Redwood,8.93,2.26,Full,Fungal Infection,0.38,6,0,12.46,27.3,61.1,417.3,15.4,30.3,32.6,Unhealthy,Zone D,1952,,4.63,16.8,31.71
TREE_00124,37.59117406501677,-122.13363326260692,Birch,10.33,4.55,Sparse,Fungal Infection,0.41,3,0,22.77,22.4,74.0,353.2,7.3,-0.5,3.8,Unhealthy,Zone E,1989,2004.0,3.49,44.5,46.73
TREE_00125,37.6708431154505,-122.19663413764128,Cedar,8.75,2.77,Sparse,Root Rot,0.37,8,0,21.74,24.9,73.7,446.2,12.5,16.8,23.3,Good,Zone E,1969,2004.0,4.5,91.7,90.11
TREE_00126,37.827205906368995,-122.16356416570096,Oak,10.01,6.92,None,Insect Infestation,0.54,5,1,11.69,25.9,63.9,380.3,9.3,24.1,26.8,Good,Zone D,2018,,4.98,55.7,12.13
TREE_00127,37.84429223330254,-122.45942541073188,Pine,14.6,4.91,None,Root Rot,0.45,6,0,23.09,34.1,49.4,410.3,15.6,28.1,22.2,Unhealthy,Zone A,2019,,5.46,22.5,92.44
TREE_00128,37.502780852212474,-122.02425464491161,Pine,5.96,4.71,None,None,0.89,10,1,28.92,32.7,70.0,379.2,9.5,33.1,51.1,Unhealthy for Sensitive Groups,Zone E,2015,2004.0,5.21,32.2,94.02
TREE_00129,37.704298921031025,-122.08075408307849,Cedar,7.42,6.35,Full,Fungal Infection,0.7,5,0,29.18,17.6,35.2,333.2,9.5,5.0,35.0,Good,Zone B,2018,2014.0,2.28,14.5,64.1
TREE_00130,37.66696440125951,-122.09745484075216,Pine,14.13,5.63,Full,Bacterial Wilt,0.9,10,0,6.79,15.8,88.9,290.2,12.7,20.8,27.9,Very Unhealthy,Zone B,1957,2022.0,4.89,84.9,22.52
TREE_00131,37.588843124188294,-122.08850809747912,Redwood,13.06,3.31,None,None,0.71,7,0,10.91,28.6,41.0,411.4,9.9,10.6,11.6,Good,Zone E,2004,2019.0,6.28,95.1,53.67
TREE_00132,37.54794614693347,-122.03364474593361,Birch,8.91,4.89,Sparse,Insect Infestation,0.97,5,0,25.05,16.0,46.5,309.2,9.6,12.9,24.7,Unhealthy,Zone D,1986,2017.0,3.64,17.0,81.67
TREE_00133,37.63504606856145,-122.22787301694315,Maple,12.56,4.5,Sparse,None,0.64,6,1,30.79,16.2,87.3,438.2,8.9,28.0,46.0,Unhealthy,Zone D,2022,,5.54,25.6,35.8
TREE_00134,37.877163881565004,-122.39985899106618,Elm,11.02,2.38,None,Bacterial Wilt,0.96,7,0,20.64,18.2,41.2,406.4,9.8,12.0,23.9,Moderate,Zone C,2021,2005.0,2.84,25.4,90.53
TREE_00135,37.6292811728083,-122.19160819607373,Oak,14.5,3.96,Partial,Fungal Infection,0.16,0,0,26.23,22.0,40.2,501.2,10.1,20.0,26.0,Very Unhealthy,Zone D,1963,2013.0,4.67,82.3,8.69
TREE_00136,37.707516248697345,-122.12855925316603,Elm,10.22,4.72,Full,None,0.05,9,0,5.63,23.7,78.3,370.8,12.1,15.6,17.0,Moderate,Zone A,1997,2010.0,4.03,85.5,30.72
TREE_00137,37.78120758355807,-122.13104130332299,Maple,13.08,4.83,Full,None,0.58,3,0,23.25,25.4,45.1,486.7,11.2,30.0,31.7,Good,Zone A,2016,,1.73,47.7,99.32
TREE_00138,37.645451840951715,-122.23927548791656,Maple,17.93,2.78,Partial,Insect Infestation,0.98,5,1,33.86,34.8,35.7,385.5,14.5,1.7,33.2,Moderate,Zone B,1981,2022.0,3.36,97.2,58.39
TREE_00139,37.888712833088384,-122.4657706403332,Redwood,11.79,6.73,None,Fungal Infection,0.42,0,0,24.83,22.7,43.6,446.5,6.2,32.4,31.8,Unhealthy,Zone E,1985,,5.24,33.4,59.03
TREE_00140,37.884978917976845,-122.31444353078494,Birch,10.15,4.85,Sparse,None,0.21,3,1,32.67,19.9,83.3,427.3,22.4,34.9,18.2,Unhealthy for Sensitive Groups,Zone B,1954,,4.68,57.3,23.99
TREE_00141,37.600712918330146,-122.03961669576832,Pine,12.17,5.06,Sparse,Bacterial Wilt,0.52,5,0,21.98,26.5,46.8,308.3,12.1,25.9,35.1,Good,Zone E,1967,2002.0,3.91,99.7,85.76
TREE_00142,37.69889940235695,-122.2077755451213,Pine,8.9,5.6,Full,Fungal Infection,0.65,6,0,30.3,19.3,71.7,559.7,16.9,22.3,25.9,Unhealthy,Zone B,1960,2007.0,4.97,84.4,42.91
TREE_00143,37.620351323926705,-122.23083402837214,Redwood,17.16,3.82,Partial,Fungal Infection,0.32,5,0,8.72,33.8,53.7,480.9,14.4,-0.4,32.4,Good,Zone E,1953,,2.23,53.8,79.35
TREE_00144,37.61393619775099,-122.3655732428089,Maple,10.54,5.68,Sparse,None,0.71,10,1,8.71,20.2,45.7,419.9,12.6,26.4,37.9,Moderate,Zone E,1969,,3.77,19.8,81.07
TREE_00145,37.514754778941814,-122.31577554004171,Birch,9.18,4.45,Full,Root Rot,0.98,3,1,8.61,34.8,38.6,466.4,14.3,30.1,34.2,Moderate,Zone B,1954,,2.95,91.4,17.49
TREE_00146,37.743825733591954,-122.05232695542341,Birch,7.49,3.66,Sparse,None,0.9,6,1,19.67,23.4,88.3,413.7,13.7,21.0,36.5,Good,Zone C,2012,,1.89,58.8,50.18
TREE_00147,37.701071609291546,-122.16676847623658,Cedar,13.29,5.86,Sparse,Fungal Infection,0.29,9,0,14.91,31.3,61.3,444.3,11.1,13.5,36.9,Good,Zone A,2003,,5.07,37.8,38.4
TREE_00148,37.5205915005,-122.10630648662384,Willow,12.6,7.24,Sparse,Bacterial Wilt,0.33,1,0,26.58,28.0,36.9,407.8,24.0,34.6,38.7,Moderate,Zone D,2014,2019.0,4.55,50.6,15.48
TREE_00149,37.61145858569464,-122.27282728846617,Oak,8.51,6.09,Full,None,0.37,5,0,32.08,33.7,41.9,347.9,17.6,11.3,39.8,Good,Zone A,1962,2007.0,3.65,38.0,12.34
TREE_00150,37.86330635438666,-122.18487639027192,Redwood,11.73,6.38,Partial,Fungal Infection,0.39,4,0,23.58,27.5,54.4,394.9,4.0,31.3,42.0,Moderate,Zone D,2022,2013.0,3.41,59.6,4.58
TREE_00151,37.595824756266786,-122.3758081956284,Willow,5.47,4.22,None,None,0.1,1,0,11.4,26.6,62.7,373.8,17.3,25.3,34.3,Good,Zone E,1952,2005.0,2.31,34.6,70.2
TREE_00152,37.55795794883649,-122.14726958485825,Redwood,10.55,2.6,Partial,Insect Infestation,0.76,8,0,32.93,28.1,40.9,431.6,12.4,18.3,38.4,Unhealthy for Sensitive Groups,Zone B,1951,,3.81,50.1,78.22
TREE_00153,37.69578110411103,-122.28619933314833,Pine,11.36,7.24,Sparse,Fungal Infection,0.37,6,0,20.84,30.7,46.7,347.3,20.2,44.4,31.7,Good,Zone B,1961,2002.0,4.74,48.4,47.14
TREE_00154,37.89426018164424,-122.27872724259262,Maple,15.12,8.08,Partial,Bacterial Wilt,0.88,2,0,26.6,33.0,77.0,407.4,10.4,24.8,36.9,Good,Zone D,2005,2022.0,3.3,65.4,56.39
TREE_00155,37.5968221086046,-122.17533883771156,Redwood,7.69,7.31,Sparse,Bacterial Wilt,0.93,6,1,31.72,20.3,55.0,329.5,0.3,25.8,25.4,Unhealthy,Zone B,2007,2013.0,5.41,11.3,26.2
TREE_00156,37.76885421896235,-122.03185968926553,Redwood,6.16,4.5,Full,Fungal Infection,0.02,10,1,34.69,19.0,30.1,438.5,10.2,25.1,12.4,Unhealthy for Sensitive Groups,Zone B,2001,2020.0,2.22,63.9,71.48
TREE_00157,37.80464784613149,-122.4679968266957,Cedar,7.31,3.27,Full,Insect Infestation,0.99,10,0,20.18,15.7,33.2,339.1,4.0,23.0,44.5,Moderate,Zone B,1964,2002.0,1.59,63.4,58.4
TREE_00158,37.59505501759696,-122.0876283813265,Elm,5.99,3.4,Full,Fungal Infection,0.71,5,0,29.24,22.4,56.4,430.2,8.6,19.0,31.9,Moderate,Zone A,1950,2011.0,4.09,45.3,88.23
TREE_00159,37.79128653944474,-122.3538084447939,Pine,14.01,2.47,Sparse,None,0.52,6,0,22.01,31.9,33.6,405.9,9.1,27.6,31.7,Very Unhealthy,Zone B,2021,2011.0,4.78,32.2,74.61
TREE_00160,37.6471132530877,-122.27804027274681,Oak,14.65,4.84,Partial,Fungal Infection,0.39,3,0,19.59,16.4,40.4,452.1,13.9,21.0,39.0,Unhealthy for Sensitive Groups,Zone C,2020,2016.0,4.62,85.5,1.89
TREE_00161,37.75292233223743,-122.4890433356125,Birch,10.96,7.41,None,Root Rot,0.52,9,0,21.13,25.8,73.7,392.4,13.3,1.8,23.4,Unhealthy for Sensitive Groups,Zone D,1994,2010.0,2.43,41.0,80.98
TREE_00162,37.753411884304356,-122.34947696108284,Maple,13.66,4.79,None,None,0.32,7,0,19.53,28.9,58.8,440.7,15.2,11.8,28.9,Good,Zone A,1965,,3.74,38.1,2.71
TREE_00163,37.7143098736299,-122.24868437868493,Pine,10.4,5.45,Full,None,0.62,7,0,17.63,31.7,58.9,407.4,14.8,31.5,24.2,Unhealthy,Zone A,1966,2004.0,4.36,51.7,81.38
TREE_00164,37.53611590802176,-122.47191196132628,Elm,9.71,7.06,None,None,0.09,6,0,26.71,26.7,65.9,421.4,21.7,28.8,28.1,Moderate,Zone E,1979,2010.0,4.98,35.0,98.73
TREE_00165,37.8341209982357,-122.25445213530841,Redwood,9.0,4.39,Sparse,None,0.62,6,1,12.49,18.7,77.3,310.4,12.0,9.6,26.1,Moderate,Zone E,1986,,1.76,84.8,48.09
TREE_00166,37.62831202598869,-122.03644468557079,Oak,9.07,8.05,Partial,None,0.28,9,0,23.49,34.3,39.5,367.8,14.6,14.6,24.5,Unhealthy,Zone B,1967,,3.97,60.8,22.69
TREE_00167,37.57460740415994,-122.4473033909461,Redwood,5.36,7.99,None,None,0.02,7,0,26.39,16.9,40.4,391.8,16.4,13.9,33.9,Unhealthy,Zone A,1960,2008.0,4.37,77.9,0.96
TREE_00168,37.516310056621904,-122.11777963596225,Oak,10.79,4.8,None,None,0.55,0,0,31.76,30.4,37.3,468.5,8.8,34.6,11.4,Unhealthy for Sensitive Groups,Zone A,2009,2019.0,2.74,77.1,15.03
TREE_00169,37.736357177275295,-122.295164473312,Cedar,9.88,4.13,Partial,Fungal Infection,0.58,5,0,14.96,16.7,86.2,417.3,5.7,4.6,43.2,Unhealthy,Zone B,2008,,4.29,80.9,50.38
TREE_00170,37.77102574473691,-122.17241314273782,Redwood,12.24,6.05,None,None,0.43,1,0,30.82,17.9,64.6,314.1,13.8,13.9,22.9,Unhealthy,Zone D,2019,2010.0,3.08,88.2,80.66
TREE_00171,37.506635131571144,-122.36988170100739,Pine,10.28,4.48,Partial,Fungal Infection,0.07,0,0,33.36,33.0,35.6,421.9,10.0,20.8,34.9,Good,Zone A,1975,,4.85,92.8,87.15
TREE_00172,37.704837223319714,-122.42025386872932,Elm,9.51,3.27,Sparse,Bacterial Wilt,0.89,9,1,24.46,30.1,43.2,356.1,15.9,5.6,35.4,Unhealthy for Sensitive Groups,Zone E,1987,,5.45,44.5,68.36
TREE_00173,37.59059831007917,-122.41976869286438,Oak,7.39,6.92,Sparse,Leaf Spot,0.61,6,0,28.14,22.3,73.5,360.5,15.7,20.8,27.0,Very Unhealthy,Zone B,1958,2022.0,2.81,49.9,8.68
TREE_00174,37.75806911616378,-122.46475402717843,Maple,10.22,6.82,Sparse,Fungal Infection,0.12,5,0,17.17,27.8,31.7,397.1,16.9,9.6,34.3,Very Unhealthy,Zone A,2022,2014.0,2.81,14.5,99.13
TREE_00175,37.569746571601996,-122.40717664754938,Oak,12.21,5.23,Full,None,0.51,4,0,33.56,24.1,73.5,413.8,8.1,11.6,19.2,Moderate,Zone E,1995,2016.0,5.39,93.3,74.71
TREE_00176,37.77637509524099,-122.16789030750552,Elm,6.57,3.11,Sparse,Leaf Spot,0.5,4,0,25.13,16.3,84.7,361.1,9.1,14.8,24.5,Unhealthy,Zone C,1993,,4.46,62.8,42.65
TREE_00177,37.65469413852021,-122.05915469407825,Birch,10.26,3.16,None,Insect Infestation,0.06,8,0,14.3,29.4,33.4,312.7,12.5,18.2,27.6,Good,Zone A,1991,,4.55,74.1,81.37
TREE_00178,37.87469199549469,-122.09293715720442,Birch,10.7,5.16,Full,None,0.61,8,0,17.13,30.3,41.2,391.1,11.1,14.4,34.5,Unhealthy,Zone B,2022,,2.61,49.2,58.86
TREE_00179,37.555008377658396,-122.15743284506276,Cedar,7.85,4.25,Full,None,0.81,5,0,23.53,32.6,30.1,388.8,14.3,21.0,26.6,Moderate,Zone E,2018,,4.5,52.6,60.28
TREE_00180,37.6364265404201,-122.44478406829445,Pine,8.24,4.49,Full,None,0.75,2,0,12.02,25.8,36.5,471.7,18.8,32.5,28.4,Unhealthy,Zone A,1972,,4.07,58.9,97.13
TREE_00181,37.545389408496234,-122.35540627685202,Elm,10.69,6.53,Sparse,None,0.2,6,1,27.62,28.5,67.0,402.1,11.5,28.7,38.3,Very Unhealthy,Zone E,1983,2006.0,5.09,81.6,80.11
TREE_00182,37.869877447311424,-122.34509656233877,Cedar,6.6,6.1,Full,None,0.86,3,0,11.74,23.8,32.7,458.9,5.2,35.1,34.0,Unhealthy for Sensitive Groups,Zone B,1971,2019.0,4.79,65.2,26.22
TREE_00183,37.850935741352394,-122.37502152680119,Willow,11.05,7.07,Sparse,Root Rot,0.34,4,0,22.75,21.4,55.6,505.8,2.2,19.3,53.4,Unhealthy,Zone A,2018,2021.0,3.77,83.0,17.52
TREE_00184,37.60317665108606,-122.24249717014514,Oak,7.31,3.51,Sparse,Fungal Infection,0.95,6,0,25.91,23.2,60.2,344.6,5.5,19.3,20.9,Very Unhealthy,Zone B,2014,,3.2,29.5,17.23
TREE_00185,37.76399361841367,-122.23222309256016,Willow,13.19,4.49,Full,Insect Infestation,0.07,6,0,30.79,33.2,84.4,473.5,5.4,22.1,17.1,Very Unhealthy,Zone D,1975,,4.92,28.5,45.45
TREE_00186,37.82688888008048,-122.32155701241444,Oak,17.01,6.14,Full,Bacterial Wilt,0.49,9,0,27.02,18.3,58.5,446.6,15.3,4.7,49.1,Moderate,Zone A,2004,2012.0,4.55,28.6,38.86
TREE_00187,37.722080324639784,-122.32310542063178,Birch,7.42,5.67,None,Insect Infestation,0.6,7,0,28.96,20.0,38.6,289.1,11.8,30.3,32.6,Unhealthy for Sensitive Groups,Zone A,1964,2000.0,2.08,10.4,45.28
TREE_00188,37.7118602313424,-122.08572220104696,Cedar,11.6,7.3,Full,Bacterial Wilt,0.25,0,0,32.39,27.1,47.4,390.6,12.4,16.3,43.3,Moderate,Zone E,2015,2022.0,2.98,26.1,6.27
TREE_00189,37.59674091636018,-122.10535357584016,Birch,7.82,5.63,Sparse,Leaf Spot,0.77,4,0,22.93,17.3,70.3,435.3,15.6,19.6,19.9,Good,Zone A,2002,2017.0,5.04,20.7,20.21
TREE_00190,37.53724110712236,-122.34610208415963,Maple,13.12,7.77,None,None,0.63,8,0,30.39,32.8,36.7,416.9,18.8,24.3,25.1,Unhealthy for Sensitive Groups,Zone D,1960,,1.82,50.8,79.75
TREE_00191,37.85888630318133,-122.04310577806336,Willow,6.2,5.81,None,Leaf Spot,0.02,6,0,11.96,15.9,43.9,482.9,11.0,12.3,31.3,Good,Zone E,2007,2002.0,2.89,21.5,75.76
TREE_00192,37.86016722286533,-122.02359249149875,Willow,11.44,6.59,Sparse,Insect Infestation,0.61,10,0,29.44,30.1,89.7,429.5,15.7,12.6,30.0,Unhealthy for Sensitive Groups,Zone E,1991,,5.29,47.4,39.33
TREE_00193,37.75324058290931,-122.33662872898498,Birch,7.38,4.51,Full,None,0.49,1,0,11.65,22.5,30.3,328.5,13.8,23.9,29.2,Very Unhealthy,Zone C,2018,2017.0,2.9,100.0,39.05
TREE_00194,37.63561191641948,-122.32278752560347,Maple,9.38,5.02,Full,Insect Infestation,0.2,0,0,33.04,16.0,39.1,439.6,4.2,24.4,14.2,Good,Zone A,1982,,1.99,55.3,88.38
TREE_00195,37.63968382984506,-122.24718292328902,Oak,6.91,6.37,Partial,Insect Infestation,1.0,7,0,14.9,31.9,80.6,342.8,4.6,42.9,28.9,Unhealthy for Sensitive Groups,Zone C,1993,,3.11,93.2,18.19
TREE_00196,37.7903822715481,-122.02943959373316,Cedar,12.47,7.42,Full,Root Rot,0.9,8,1,10.16,27.8,36.1,372.4,10.3,22.4,33.4,Unhealthy for Sensitive Groups,Zone D,1956,2005.0,3.15,73.2,35.72
TREE_00197,37.85884410398103,-122.06184028342885,Maple,7.49,6.09,Partial,None,0.29,9,0,9.45,15.2,32.0,454.9,13.0,25.3,26.6,Good,Zone A,2001,2017.0,3.34,90.5,76.35
TREE_00198,37.85483456970604,-122.44871601870821,Cedar,11.66,4.88,None,Fungal Infection,0.54,4,1,10.62,20.4,37.3,449.3,14.4,43.3,39.8,Unhealthy for Sensitive Groups,Zone C,1962,,3.59,66.3,57.46
TREE_00199,37.81195021834305,-122.30363462836429,Willow,8.97,7.07,None,None,0.32,10,0,18.43,22.0,71.6,401.9,11.0,23.5,39.8,Moderate,Zone C,1981,2008.0,4.49,82.9,6.03
TREE_00200,37.75681265846171,-122.22331440512511,Cedar,9.66,1.71,None,None,0.78,5,0,20.66,21.5,89.6,363.8,3.5,24.3,32.2,Moderate,Zone E,1988,2014.0,5.62,37.3,1.18
TREE_00201,37.53365598599802,-122.24843376372424,Willow,10.44,2.87,Partial,None,0.93,1,0,32.41,25.0,65.4,390.0,10.2,-9.1,22.7,Good,Zone C,2012,2022.0,2.59,43.5,1.91
TREE_00202,37.564651485637846,-122.40306846603156,Maple,7.71,6.02,Sparse,Fungal Infection,0.36,10,0,16.43,25.5,37.5,394.4,2.8,16.1,33.6,Very Unhealthy,Zone C,1969,2002.0,2.77,96.4,65.6
TREE_00203,37.85942167541083,-122.07059161441592,Willow,10.63,5.02,Sparse,Bacterial Wilt,0.81,4,0,11.52,22.9,41.0,371.7,11.0,22.0,35.0,Unhealthy,Zone A,1965,2008.0,5.06,34.1,62.25
TREE_00204,37.74257162386383,-122.16152960850158,Redwood,14.59,5.91,None,None,0.5,3,0,27.31,21.6,62.3,456.8,14.8,12.4,31.0,Good,Zone A,1979,2021.0,5.89,47.9,4.45
TREE_00205,37.503678820646655,-122.0810458125741,Pine,7.67,5.1,Partial,Fungal Infection,0.4,7,0,9.04,25.1,72.9,379.2,14.1,22.1,22.5,Good,Zone E,1968,,2.29,68.6,13.2
TREE_00206,37.54058861714641,-122.07061786032527,Willow,13.52,5.86,Partial,None,0.94,7,0,31.77,15.7,69.8,386.9,9.5,27.2,38.4,Good,Zone A,2021,,4.18,45.3,72.26
TREE_00207,37.765400707643224,-122.12582207316713,Birch,14.49,3.78,None,None,0.51,4,0,17.28,27.9,64.5,388.3,14.0,29.2,34.3,Good,Zone D,1979,,4.62,11.9,30.96
TREE_00208,37.50202463353849,-122.28039469937514,Maple,7.55,5.86,Full,Fungal Infection,0.47,10,0,23.42,27.1,89.2,434.9,6.4,18.9,26.0,Moderate,Zone E,1983,2019.0,3.86,81.3,99.17
TREE_00209,37.564323220567,-122.19472662249228,Redwood,5.63,6.49,None,None,0.67,7,1,10.59,20.6,41.9,412.7,8.8,4.4,31.6,Good,Zone D,1988,,1.99,40.2,31.25
TREE_00210,37.719493515746635,-122.41981729694012,Oak,10.91,6.83,Partial,Fungal Infection,0.26,5,0,9.37,18.6,40.4,410.9,3.7,20.9,20.8,Very Unhealthy,Zone A,1998,2020.0,5.9,30.5,33.57
TREE_00211,37.77675807907708,-122.16317729126254,Cedar,8.36,8.02,Full,None,0.32,9,0,28.97,16.5,81.5,352.9,9.3,15.8,11.1,Unhealthy,Zone A,1954,2016.0,1.07,55.5,41.95
TREE_00212,37.76078450380104,-122.41037337213037,Redwood,15.61,5.37,Sparse,None,0.93,5,1,17.89,26.7,47.4,411.7,8.1,12.3,14.7,Unhealthy,Zone E,1992,,1.3,10.8,82.77
TREE_00213,37.58970772378422,-122.15302520474492,Elm,10.1,5.41,Full,Fungal Infection,0.68,3,0,34.6,26.4,50.0,437.3,10.0,17.2,32.6,Very Unhealthy,Zone C,1996,2006.0,4.38,87.8,55.73
TREE_00214,37.78487168853901,-122.38520091962302,Redwood,7.59,2.72,Sparse,Fungal Infection,0.83,9,0,20.73,25.7,62.9,382.8,10.6,16.5,27.0,Good,Zone B,2008,,3.55,33.5,85.72
TREE_00215,37.59489963499872,-122.4412243499249,Maple,6.56,4.2,Partial,None,0.27,10,0,30.37,34.7,52.9,407.3,13.2,17.8,34.2,Unhealthy,Zone B,2018,,4.98,93.0,42.72
TREE_00216,37.63015987926371,-122.41735775492852,Redwood,13.27,4.71,None,Fungal Infection,0.54,2,0,34.4,25.6,47.3,446.0,2.2,15.4,38.3,Moderate,Zone A,1966,,1.97,71.0,60.83
TREE_00217,37.79859656204721,-122.49900393239047,Redwood,8.29,6.58,None,Bacterial Wilt,0.97,8,1,13.43,29.4,85.0,359.9,7.7,34.4,33.5,Unhealthy,Zone D,1968,,4.25,59.4,0.46
TREE_00218,37.759853159618885,-122.14063019107323,Birch,10.13,4.08,None,Insect Infestation,0.32,4,0,29.03,17.3,37.8,360.6,16.9,22.7,23.6,Very Unhealthy,Zone E,1995,,6.21,82.6,57.55
TREE_00219,37.83968936419767,-122.13379947547081,Willow,12.87,6.19,None,None,0.16,9,0,5.66,21.0,54.3,394.0,17.0,22.7,34.1,Unhealthy,Zone C,2005,,3.21,99.4,8.05
TREE_00220,37.763045156920136,-122.24253332504337,Cedar,8.55,5.0,None,Fungal Infection,0.51,9,0,25.39,20.5,30.2,439.0,12.3,24.2,26.1,Very Unhealthy,Zone A,1975,2008.0,4.87,32.6,19.3
TREE_00221,37.727323441334185,-122.4193185994723,Pine,9.86,4.73,Partial,Insect Infestation,0.39,3,0,27.36,26.5,78.4,250.9,12.4,6.3,26.8,Good,Zone D,2015,2005.0,4.73,42.0,99.75
TREE_00222,37.53746990713124,-122.45822283124465,Oak,9.95,5.37,Partial,None,0.16,5,0,19.32,21.6,40.1,390.2,6.4,30.1,40.5,Unhealthy,Zone A,1963,,3.71,53.6,63.72
TREE_00223,37.647086321223775,-122.49043551678136,Pine,12.05,4.41,None,Bacterial Wilt,0.89,3,0,9.86,27.8,76.4,364.8,10.1,52.5,35.7,Very Unhealthy,Zone B,2001,2017.0,6.04,58.6,86.93
TREE_00224,37.60608094707269,-122.41712591151739,Redwood,11.77,4.36,Full,Root Rot,0.99,5,0,23.5,28.8,38.9,417.9,16.1,10.4,25.8,Moderate,Zone A,1953,2002.0,4.04,59.8,5.73
TREE_00225,37.597595857351635,-122.05457223250842,Elm,9.34,2.44,None,Bacterial Wilt,0.57,9,0,31.93,15.7,55.0,395.1,5.8,13.3,21.8,Moderate,Zone D,1952,2022.0,3.34,59.4,38.46
TREE_00226,37.889204221900975,-122.37923157914916,Maple,10.19,4.63,Sparse,Bacterial Wilt,0.77,7,0,32.94,27.8,73.7,457.1,12.7,14.5,43.9,Unhealthy for Sensitive Groups,Zone B,1971,,4.09,84.5,86.24
TREE_00227,37.65723908986671,-122.32286433639139,Cedar,8.88,4.28,Sparse,Insect Infestation,0.86,7,1,27.38,17.3,46.2,432.5,14.8,23.0,29.6,Unhealthy,Zone A,1999,2006.0,1.15,46.4,41.08
TREE_00228,37.85681862207085,-122.44732725775933,Maple,5.57,4.23,Sparse,Fungal Infection,0.7,5,0,12.91,24.3,48.8,388.6,12.2,18.6,18.5,Good,Zone B,2013,2011.0,1.72,11.0,25.36
TREE_00229,37.752455450398905,-122.38881934762591,Birch,10.77,5.63,Sparse,Insect Infestation,0.04,0,0,31.11,29.5,70.0,349.1,11.3,14.9,25.6,Unhealthy for Sensitive Groups,Zone E,1959,,3.91,88.8,48.1
TREE_00230,37.81792452141666,-122.2403877146099,Maple,15.68,5.99,None,Bacterial Wilt,0.16,0,0,31.66,29.1,41.3,417.5,11.2,25.9,12.5,Unhealthy,Zone D,2005,2016.0,4.65,69.6,47.09
TREE_00231,37.701054837242076,-122.19612365845218,Oak,7.35,5.35,Sparse,Insect Infestation,0.07,2,1,16.02,21.0,87.1,385.0,14.5,23.9,3.9,Moderate,Zone D,1965,2018.0,2.67,27.1,99.07
TREE_00232,37.73076155385054,-122.3773238429169,Elm,7.68,6.49,Full,None,0.01,1,0,10.49,20.4,41.3,389.8,13.0,32.2,39.5,Good,Zone E,1986,2003.0,1.79,12.7,35.45
TREE_00233,37.697007077527545,-122.47113392038744,Pine,7.39,5.86,None,None,0.31,0,0,31.24,23.8,75.0,341.9,14.5,21.4,21.2,Moderate,Zone D,2004,2011.0,3.23,38.4,95.73
TREE_00234,37.57809719511922,-122.3044835654363,Redwood,12.17,4.56,Sparse,Bacterial Wilt,0.39,0,0,31.55,18.8,78.2,407.6,10.2,19.6,17.8,Unhealthy,Zone D,1971,2020.0,3.77,21.2,91.2
TREE_00235,37.7889808461046,-122.38289831453683,Redwood,11.35,4.31,None,None,0.24,5,0,8.03,34.5,52.5,374.6,10.4,15.7,24.3,Good,Zone A,1981,2014.0,6.32,90.7,44.95
TREE_00236,37.61230894497634,-122.3902230383851,Elm,9.52,5.47,None,Insect Infestation,0.06,6,0,34.01,21.9,39.4,379.7,14.7,22.4,26.6,Good,Zone C,1993,2001.0,4.54,35.0,94.5
TREE_00237,37.50972638657258,-122.02006859864328,Cedar,7.25,5.86,None,Leaf Spot,0.53,7,0,20.99,33.5,40.0,219.1,7.5,9.6,24.1,Unhealthy for Sensitive Groups,Zone A,2022,,4.75,73.5,72.89
TREE_00238,37.75818891836287,-122.19184975703713,Maple,10.28,7.1,Partial,Insect Infestation,0.27,2,0,34.81,33.2,89.1,401.7,6.4,30.9,20.9,Good,Zone E,2001,2010.0,5.97,69.2,88.5
TREE_00239,37.570844271762816,-122.22156077841395,Cedar,5.31,6.79,Sparse,Leaf Spot,0.8,0,0,18.35,22.3,73.5,352.4,23.4,26.3,29.6,Unhealthy,Zone E,1982,2000.0,6.38,74.3,89.18
TREE_00240,37.87618343374116,-122.29211244823834,Pine,10.43,4.19,Partial,Insect Infestation,0.01,4,0,21.0,20.1,57.0,425.8,14.1,22.2,27.6,Very Unhealthy,Zone C,1951,2013.0,5.03,57.7,8.55
TREE_00241,37.88157143080103,-122.28552783328493,Cedar,12.61,4.85,Full,None,0.84,7,0,12.98,30.4,45.4,403.6,10.8,16.0,46.9,Very Unhealthy,Zone A,1963,2003.0,5.05,75.7,89.68
